C0151714	hypermagnesemia
C0013403	dysplastic naevus syndrome
C2363983	optic neuropathy
C0234535	Clonic convulsion
C0032961	Pregnancy
C0011253	Delusion
C1264517	wound
C0029423	osteochondroma
C0392384	cerebellar haematoma
C0151830	Urethral pain
C0151836	Paranoia
C0269035	ovarian abscess
C0497406	overweight
C1455705	Langerhans' cell histiocytosis
C0855098	b-cell small lymphocytic lymphoma
C0338831	Mania
C1510410	Parosmia
C0236000	Pain in jaw
C0221100	Hangover
C1112442	Female sexual dysfunction
C2732728	Body height decreased
C0424109	tearfulness
C0278079	Drug dependence
C0015923	foetal alcohol syndrome
C0521509	injection site induration
C0241310	suprapubic pain
C0151571	Corneal lesion
C0151574	cough decreased
C0151576	Blood creatine phosphokinase increased
C0278080	Dependence
C0020701	Conversion disorder
C0000727	acute abdomen
C0266551	iris coloboma
C0240811	prostate infection
C0151717	Skin hypertrophy
C0151713	Hyperchlorhydria
C0234952	oropharyngeal spasm
C0877326	bone infarction
C0151626	Toxic epidermal necrolysis
C1869075	infantile spasms
C0694536	Drug dependence
C0162563	cardiac ablation
C0877189	hypersplenism acquired
C0019329	abdominal hernia repair
C0549634	lipids abnormal
C0858970	Carcinogenicity
C0854381	genital haemorrhage
C0037933	spinal disorder
C0151838	paraesthesia circumoral
C0424551	exercise tolerance decreased
C0022650	Nephrolithiasis
C0023533	Vaginal discharge
C0151998	uterine spasm
C0151996	Uterine leiomyoma
C0036344	schizophrenia, catatonic type
C0151849	Blood alkaline phosphatase increased
C2242532	reflux laryngitis
C0151538	buccoglossal syndrome
C0392156	Akathisia
C0235198	Disturbance in attention
C0029445	Osteonecrosis
C0312422	Loss of consciousness
C0549209	Feeling jittery
C0151694	Large intestinal haemorrhage
C0235601	hypocoagulable state
C0876994	Cardiotoxicity
C0085637	Oculogyric crisis
C0085632	Flat affect
C0020578	Hyperventilation
C0241582	culture positive
C0019069	factor viii deficiency
C0151752	Galactorrhoea
C0028960	Azoospermia
C0156543	Abortion
C0392025	Abdominal distension
C0232462	Decreased appetite
C0266126	congenital oesophageal anomaly
C0042035	Micturition disorder
C0242151	Aggression
C0221727	Oesophageal pain
C0151702	Muscle haemorrhage
C0877339	cardio-respiratory distress
C0919823	cytolytic hepatitis
C0522179	fear of death
C0494475	Grand mal convulsion
C1112659	scleral oedema
C2364111	Ageusia
C0919561	congenital pyelocaliectasis
C0021843	Intestinal obstruction
C0341164	Gastric ulcer haemorrhage
C0020507	Hyperplasia
C0278486	breast cancer stage ii
C0039971	Thirst
C0236051	Drug tolerance
C0034013	precocious puberty
C1535928	gastrooesophageal reflux prophylaxis
C0154724	cerebral cyst
C0241442	protrusion tongue
C0151596	tongue discolouration
C0151594	Diarrhoea haemorrhagic
C0155789	oesophageal varices haemorrhage
C0151772	Mania
C0741453	bedridden
C0086132	depressive symptom
C0919591	urogenital haemorrhage
C0451641	Calculus urinary
C0549622	Sexual dysfunction
C0029182	disorder of orbit
C0012797	Polyuria
C0027066	Myoclonus
C0600142	Menopausal symptoms
C0236073	cerebellar infarction
C0332881	pseudarthrosis
C0856049	peripheral embolism
C0027849	Neuroleptic malignant syndrome
C0542351	Physical assault
C0343869	anal candidiasis
C0038661	Completed suicide
C0151824	Biliary colic
C1963951	Overdose
C0740304	chronic obstructive airways disease exacerbated
C0855244	female sexual dysfunction
C0424000	Suicidal ideation
C0041671	Attention deficit/hyperactivity disorder
C0151737	Injury
C1262141	poor quality sleep
C0855335	electrocardiogram st segment abnormal
C1112305	acrochordon
C0085688	Breast engorgement
C0085684	Peroneal nerve palsy
C0040185	tibia fracture
C0877087	nail bed bleeding
C0522347	sensation of pressure in ear
C2937350	Ejaculation disorder
C2973529	Leukocytoclastic vasculitis
C0019187	hepatitis alcoholic
C0853348	arthropod bite
C0233488	feeling of despair
C0742007	catheter sepsis
C0395000	school refusal
C0231365	Dysuria
C0021177	libido increased
C0029928	Ovarian disorder
C0854372	mastication disorder
C0151765	Hepatic steatosis
C0151767	liver tenderness
C0151882	Purpura
C3203358	Respiratory failure
C0006147	Breast feeding
C0278488	breast cancer metastatic
C0857305	Thrombocytopenic purpura
C0427144	Toe walking
C0948693	post procedural discharge
C0948281	Neuroleptic malignant syndrome
C0156394	enlarged clitoris
C1963916	neuropathic pain
C0549485	medication tampering
C0699828	Serotonin syndrome
C0852792	blood cortisol decreased
C0333291	Ulcer haemorrhage
C0233523	Antisocial behaviour
C0541947	Central nervous system stimulation
C0439857	Dependence
C1096120	brain tumour operation
C1167781	abdominal cavity drainage
C0156373	uterine malposition
C0855829	aspiration pleural cavity
C1868693	localised intraabdominal fluid collection
C0423271	scleral hyperaemia
C1096616	contralateral breast cancer
C0920171	foreign body sensation in eyes
C0339293	corneal perforation
C0153625	malignant neoplasm of eye
C0858751	lip blister
C0730285	macular oedema
C0149507	cellulitis orbital
C1696574	application site erosion
C2242658	aortic dissection
C0686377	metastases to central nervous system
C1688637	floppy iris syndrome
C0948784	ciliary hyperaemia
C0339289	injury corneal
C0948771	vein disorder
C0001889	mutism
C0853336	corneal infiltrates
C0339215	bacterial corneal ulcer
C1096274	corneal thinning
C1262281	thrombosis in device
C0155111	keratopathy
C1735326	enlarged uvula
C0042251	vaginal disorder
C1535998	incorrect route of drug administration
C0276141	bronchitis viral
C1868714	eagles syndrome
C0010153	corynebacterium infection
C0392557	cataract nuclear
C1697732	oral torus
C0155107	corneal deposits
C0020641	hypopyon
C0392163	corneal erosion
C0157365	vaginal laceration
C1262148	grip strength
C0153687	metastases to skin
C0036527	metastases to ovary
C2363142	t-cell prolymphocytic leukaemia
C0003571	apicectomy
C0151947	pulmonary artery thrombosis
C1142034	tandem gait test abnormal
C0856069	vasculitis gastrointestinal
C0520878	electrocardiogram pr shortened
C0472387	vasogenic cerebral oedema
C0206695	neuroendocrine carcinoma
C1260922	respiration abnormal
C0546343	mucosal erosion
C0919894	nasal mucosal disorder
C0242084	ruptured cerebral aneurysm
C1328346	wound treatment
C0239281	epiglottic oedema
C0428974	arrhythmia supraventricular
C0948028	carotid aneurysm rupture
C0429029	electrocardiogram st segment
C0341365	colonic fistula
C1869045	aspartate aminotransferase abnormal
C1096732	fungus sputum test positive
C0268132	dihydropyrimidine dehydrogenase deficiency
C1096633	phalangeal agenesis
C1504328	cerebral parenchymal calcification
C0018777	conductive deafness
C0751463	nerve root compression
C0877111	ovarian adenoma
C0948230	hepatic artery occlusion
C0015409	eye penetration
C0733680	viral hepatitis carrier
C0877661	application site burn
C1112773	post procedural diarrhoea
C0006272	obliterative bronchiolitis
C0852926	blood amylase decreased
C2242481	blood creatine phosphokinase decreased
C0031149	peritoneal neoplasm
C0877418	blood culture positive
C0221021	microangiopathic haemolytic anaemia
C0854198	metastases to abdominal cavity
C0549371	carcinoembryonic antigen increased
C0855228	eating disorder symptom
C0267412	mesenteric vein thrombosis
C0854699	trichomegaly
C0427108	Balance disorder
C0948579	bacteria urine identified
C0023487	acute promyelocytic leukaemia
C0743525	enterobacter sepsis
C1963772	urinary casts
C0280028	refractory anaemia with an excess of blasts
C1609502	portal venous gas
C0032691	porcelain gallbladder
C0034074	pulmonary infarction
C0521501	injection site thrombosis
C0854101	urine sodium
C0345907	angiosarcoma
C0747479	periodontal infection
C0438166	electrocardiogram t wave normal
C0854406	glomerulonephritis proliferative
C0085298	sudden cardiac death
C0852031	renal embolism
C0859934	cardiac death
C0267466	colonic stenosis
C1704202	aspermia
C0751295	Amnesia
C0155919	Acute pulmonary oedema
C0151975	ileal ulcer
C0563560	weight bearing difficulty
C0854119	appendicitis perforated
C0862948	signet-ring cell carcinoma
C1290865	abdominal wall disorder
C0406105	wound abscess
C0016642	internal fixation of fracture
C1096771	murder
C0267356	duodenal perforation
C0263443	acne pustular
C0854569	failure to anastomose
C0333912	hypochromasia
C0877249	stomatocytes present
C0278553	colon cancer recurrent
C1328315	hypercreatininaemia
C0152014	pancreatic atrophy
C1096494	gastroduodenal haemorrhage
C0034215	pyometra
C1442879	phrenic nerve paralysis
C0235496	oral mucosal petechiae
C1262130	unresponsive to pain stimuli
C0234387	cerebral disorder
C0238569	abdominal rebound tenderness
C0346976	metastases to pancreas
C0346977	metastases to spleen
C0855265	bacteria stool identified
C0347409	omentum neoplasm
C0853813	local reaction
C0520560	oesophagitis haemorrhagic
C0195208	vaginal fistula
C0853347	venous thrombosis limb
C1328447	brain stem syndrome
C0333980	focal nodular hyperplasia
C0156093	peritoneal abscess
C0854796	hepatoblastoma
C0853037	endocarditis viral
C1328586	glare
C1611174	post-traumatic pain
C1112565	pneumatosis
C1704207	hypercatabolism
C0265004	aortic dilatation
C0699812	bone formation increased
C1879316	transfusion
C0428609	specific gravity urine increased
C0234909	Nail disorder
C0193373	liver operation
C1739369	device therapy
C0263386	ichthyosis acquired
C0853966	wheelchair user
C0156272	enterovesical fistula
C0156270	cystitis radiation
C0745136	hypertensive emergency
C0266564	retinal anomaly congenital
C1868728	gallbladder cancer metastatic
C0274702	cholinergic syndrome
C0597503	spinal shock
C0848084	renal necrosis
C0852882	radiation mucositis
C0152902	oesophageal tuberculosis
C0560621	gingival injury
C0024248	lymphocele
C1262168	cholecystitis infective
C0855329	Electrocardiogram change
C0272380	tonsillar disorder
C0743687	ophthalmological examination
C0267442	gastroenteritis radiation
C0235971	alpha 1 foetoprotein increased
C1095922	wound decomposition
C0948817	catheter site inflammation
C0852739	benign breast lump removal
C0521648	neonatal respiratory failure
C0919701	bladder perforation
C0861780	rectosigmoid cancer
C0729948	arterial thrombosis
C0236172	mucosal necrosis
C0241698	vitamin b12 increased
C1262038	post procedural nausea
C0030805	Pemphigoid
C1696846	hepatic infection bacterial
C0278502	gastric cancer recurrent
C0851498	scrotal disorder
C0520829	total lung capacity decreased
C0427437	mean cell haemoglobin decreased
C0006262	bronchial fistula
C0856166	suture rupture
C0521158	neoplasm recurrence
C0085222	psoas abscess
C0085220	cerebral amyloid angiopathy
C0948815	catheter site erythema
C0858837	myotonia
C1112286	dental examination
C0013930	tumour embolism
C0854434	angiosclerosis
C0240756	pharyngeal ulceration
C0235518	iliac artery thrombosis
C0002921	local anaesthesia
C0853109	malignant tumour excision
C1167666	band neutrophil percentage decreased
C0852135	upper respiratory tract infection bacterial
C0152227	Lacrimation increased
C0006413	burkitt's leukaemia
C0185169	tendon sheath incision
C0853727	small intestinal ulcer haemorrhage
C0948056	carbohydrate antigen 19-9
C0861772	rectal cancer metastatic
C0001427	adenoiditis
C0032266	pneumatosis cystoides intestinalis
C0080032	malignant pleural effusion
C0851980	peritoneal infection
C1328291	dysaesthesia pharynx
C0152277	incisional drainage
C0347944	pelvic mass
C0152486	salmonella sepsis
C0242584	autoimmune thrombocytopenia
C0936186	gastrointestinal disorder postoperative
C0040580	tracheal disorder
C1608431	thromboembolectomy
C1960448	hyperammonaemic encephalopathy
C0852958	jugular vein thrombosis
C1699812	anastomotic leak
C0854416	pulmonary vascular disorder
C0340753	venous stenosis
C0855990	white blood cells stool positive
C0241012	serum ferritin decreased
C0192398	gastric operation
C0859229	migration of implant
C0476419	liver scan abnormal
C0155747	splenic artery aneurysm
C0235266	Eye irritation
C0221269	pseudo lymphoma
C1096061	gastrointestinal cancer metastatic
C0004669	bacteroides infection
C0520905	post procedural vomiting
C0153364	gingival cancer
C2752009	White matter lesion
C0948397	gastric hypomotility
C0948135	metastases to salivary gland
C0586557	accident at work
C1096243	central line infection
C0522171	sense of oppression
C0580316	neutrophil count abnormal
C0855523	urine electrolytes decreased
C0018203	chronic granulomatous disease
C0853579	csf neutrophil count positive
C0520558	teeth brittle
C1142499	gastrointestinal toxicity
C0042021	urinary fistula
C0398950	periodontal operation
C0030846	penis disorder
C0240557	Nasal discomfort
C0152463	pleurectomy
C0919746	engraftment syndrome
C0184930	loop electrosurgical excision procedure
C1167705	delirium febrile
C0005417	biliary fistula
C0162820	Dermatitis contact
C0269220	vulva cyst
C1869112	paraneoplastic syndrome
C0853856	staphylococcal abscess
C1262150	vulvar erosion
C0948989	necrotising fasciitis
C0007196	restrictive cardiomyopathy
C0020503	hyperparathyroidism secondary
C1096086	lower limb deformity
C0281803	endotracheal intubation complication
C0346995	metastases to uterus
C0580531	white blood cell count abnormal
C0234518	Dysarthria
C1112421	lung infection pseudomonal
C0555120	leukocyturia
C0852752	blood calcitonin increased
C0853776	blood albumin increased
C0342592	anion gap increased
C0702109	erythropoiesis abnormal
C0521848	drug interaction potentiation
C1696157	gastrointestinal stoma complication
C0852065	adrenal disorder
C0341562	gastrointestinal anastomotic leak
C0263538	clubbing
C0854142	aortic thrombosis
C0263946	bursa disorder
C1142464	gastrointestinal ischaemia
C1142463	blood stem cell transplant failure
C1735915	cyanosis central
C0043407	yersinia infection
C0002393	alveoloplasty
C0854388	caustic injury
C0853500	endoscopy abnormal
C0549288	pelvic venous thrombosis
C0564622	albumin urine present
C1141928	anastomotic complication
C0549283	cardiomyopathy acute
C0151505	application site reaction
C0852909	blood bicarbonate decreased
C1141924	nasogastric output high
C1611170	tumour perforation
C0392080	retinal artery spasm
C0240972	scrotal erythema
C1868887	anastomotic stenosis
C0267091	aorto-oesophageal fistula
C2242685	postresuscitation encephalopathy
C0277855	laryngeal dyspnoea
C0851928	bacillus infection
C0948380	colorectal cancer metastatic
C0948388	dilatation intrahepatic duct acquired
C0149782	lung squamous cell carcinoma stage unspecified
C0026936	mycoplasma infection
C1142300	clostridium colitis
C0877305	postoperative wound complication
C0919925	speech rehabilitation
C1096294	maxillofacial operation
